A,2014-01-01T00:00:00,2014-06-16T07:41:39,1
A,2014-06-16T14:01:35,2014-09-14T23:49:17,2
A,2014-09-15T10:01:08,2015-06-17T01:40:24,3
    A,2015-06-17T09:00:25,2015-07-22T05:52:49,4
A,2015-07-22T13:05:34,2017-10-16T23:59:53,5
A,2017-10-17T16:00:15,2019-02-27T23:57:54,6
A,2019-02-28T23:59:58,2019-03-11T23:57:54,7
A,2019-03-12T11:30:54,2021-06-21T23:59:48,6
A,2021-06-22T00:00:00,,7
B,2016-06-30T00:00:00,2021-07-01T00:00:00,1
B,2021-07-01T00:00:00,,2
